City,Country,AvgTemp,Precipitation,AvgSunHours,Humidity,WindSpeed,ClimateZone,PopulationDensity,UrbanizationLevel,GDPperCapita,AQI
Stricklandton,Tunisia,-8.040181745657847,15.476380814316387,8.03543926346579,56.188375076292246,17.684129266968156,Polar,762.5593204922575,15.76369051919059,9221.227557976676,51.17985213984235
Daisyshire,Morocco,39.41785845735871,157.76201229653563,4.849391349267984,84.31649929364177,4.5615954389786495,Tropical,6201.585899144034,87.11915546941282,81564.96312782916,370.8995274497982
North Daniel,Kazakhstan,2.7728168328829055,88.61591958678196,7.29682938101144,40.63808232551161,4.240896798164533,Temperate,1406.877701028408,53.9596734106991,62501.8911449302,199.466344138918
Timothyhaven,Burkina Faso,38.58025962934096,159.09640652476355,6.429720057339007,88.18065041331282,12.219619777019835,Tropical,11627.50557202932,82.97013563287362,77802.49214996354,83.48986781156565
Ashleystad,Puerto Rico,17.376375439923997,132.29586206658007,3.69487850465542,77.43687055490464,8.220569396134094,Subtropical,9618.684816453291,63.783915847807094,49544.420186818716,243.12144164268332
Gambleton,Algeria,27.936867021839447,193.08928105067588,1.0032297527007938,73.59366217740484,16.797226057334406,Tropical,7450.501375976302,91.92934150827088,97276.98013807563,159.76813639539992
Lake Alexandria,Cape Verde,22.282163486118595,128.5389152334456,1.471247053191011,60.58494566069118,18.000462467960222,Subtropical,6091.704555519603,74.40767997172891,63023.47870865796,251.19923464557704
East Jose,Lao People's Democratic Republic,26.040419513127482,197.30577310668164,6.898867750107196,74.75086649847755,7.068427586054362,Tropical,7766.885765898251,96.28767841338163,137967.5033558382,195.88080511866673
Christopherburgh,Netherlands Antilles,26.5116700206614,168.66546581398765,0.877337136204678,89.42790188083279,4.737411179489641,Tropical,8034.409237373055,87.64246988919946,124684.13381072202,437.2943107606804
Lake Peter,Sao Tome and Principe,25.273327384773246,163.5372336571777,5.4366668227116834,73.6195390541898,15.610510304877236,Tropical,10800.605855659669,82.64537430196964,82841.39425134035,139.3385851698057
South Amy,Australia,18.677831327192532,117.80483629489231,10.788731250503687,76.51633501129525,5.496120710962722,Subtropical,5630.151949659047,70.22227276979001,58135.89564969335,123.31642864171299
New Gabrielhaven,Brunei Darussalam,-12.040245474088902,40.68975098534743,6.991668887650203,51.96674659228684,16.45228637027357,Polar,162.36090564683593,10.129287155794211,12531.269470707672,47.48635293824714
East Gregoryside,Bulgaria,-25.319440786726904,34.23655862769397,11.719955512063088,54.19683443584349,8.474765072975256,Polar,157.75697504405917,19.924784438016278,10693.889703993316,12.17204724392704
North Martin,Jersey,26.416644411338925,182.19997716195078,3.454569874385307,87.08770186739159,13.350997985829409,Tropical,5767.253084305965,83.93376394625646,81816.03165539487,305.1076627076018
Michaelfort,Azerbaijan,21.323058305935795,149.325762439649,7.798961201742135,62.5773973494689,1.9107062766933636,Subtropical,1765.50746940317,72.0862596448064,60287.42534639706,271.33042920657886
Ashleyshire,Holy See (Vatican City State),21.335297107608948,130.28874096784435,11.217058747144884,66.70237708518283,12.47718649353146,Subtropical,5939.8552138833975,69.21796676413163,98326.60568228494,295.1248939624771
Lake Autumnbury,Iceland,35.24510160124535,170.4367085549048,4.192851031863395,79.84555712896069,9.035353574744583,Tropical,10966.901613936472,84.74966610338768,43392.08560528354,414.0001610175111
North Cynthia,Saint Vincent and the Grenadines,-25.32016438991392,8.130846967244565,6.402966570577771,49.76350100132152,11.732169263509482,Polar,275.4926240674642,15.712519771244862,16542.37455018526,76.83749988188244
West Heathermouth,Samoa,20.357746840747584,111.86133958679973,10.16614165363028,74.87016512583216,3.3602841548972684,Subtropical,4419.811710688551,76.57417967636013,95002.7959745122,60.780403569810794
East Richard,Mali,15.902897700544083,105.08912363102019,3.9760162194985447,63.21519792096616,14.737474898883642,Subtropical,6464.2175279521925,76.591254313661,75443.7631859844,321.5512977395357
Cindyfort,Martinique,23.35302495589238,107.6429569592166,0.1074424464601908,76.35934048238124,17.25594155086457,Subtropical,4498.537130888921,74.18777643648772,43429.74912695447,252.86122411909145
East Maureenmouth,Honduras,18.20780064971736,112.2978864192254,11.882706221329428,76.64268355915485,4.334796001815513,Subtropical,3162.692111053301,62.10802754792925,91451.67257511515,211.97715778957132
Lake Amber,Montenegro,26.067829726903433,151.26931778301724,4.873470919084719,74.94462148806355,1.9142911104032345,Tropical,12675.611706720512,85.99795185989072,87546.81207034826,92.669214575985
East Teresa,Marshall Islands,16.86518510399854,108.03406866297779,1.3136999671108858,70.14935467521673,0.4727717209267279,Subtropical,1854.6874770553886,76.77707723808138,85543.96333768855,263.0261549573731
Port Kelseyland,Japan,29.78463445440642,157.8076298683095,8.832329608704788,87.41499802545023,12.839430008865321,Tropical,12249.414274494877,92.85590141012618,68398.56536082276,456.95982609170426
Lake Monicatown,Wallis and Futuna,15.40775141554764,109.32835120256529,3.900713949704465,60.127717434336674,12.141880721775616,Subtropical,3834.2660013000614,73.42025961065819,72208.68473512674,337.96693222565244
North Sabrina,Lao People's Democratic Republic,14.543769416468379,76.00817505559966,2.021480771082165,66.24105018052597,10.9339482542814,Temperate,4704.948674390486,57.9825881718094,53874.4923422653,143.56998925168446
Davistown,Spain,37.67312966454182,185.79861144236986,1.4218861967608245,78.90610510005331,4.638941922319509,Tropical,10741.761506045608,92.01890969075438,52901.288566770745,62.55131510301522
South Mary,Fiji,25.349079036037388,182.94619709550756,8.370883378598798,80.29634707859381,7.818119918110293,Tropical,17587.199121061287,93.92159723134078,56931.54858349235,200.08312322868252
New Jonville,Dominica,20.90892943188242,114.25475843469235,11.919146576925712,65.74076266349826,11.889526703723462,Subtropical,1869.8035085897704,73.94048332008599,98893.36452794539,311.9368873885598
South Michael,Kenya,11.626992350416717,92.609075015927,4.702976186630921,55.868114020816364,9.935337177183388,Temperate,3600.8944418670335,30.604135468478695,22641.55003961392,111.91154862939145
Gutierrezmouth,Suriname,37.217027238834035,151.35479962517417,9.164863298993344,77.18466738799532,19.755710404297744,Tropical,7179.900386307561,87.25003969063026,60635.13677158731,223.97490466526864
Port Erin,Malta,21.775643618422826,108.66867976473775,7.8508838400457215,72.33853836751484,2.7287950511346626,Subtropical,2592.0725574158555,67.25965680807744,67589.9993335914,50.30732495375408
East Jonathan,Mexico,15.165878289278561,144.83827123132124,5.051538112380202,79.62372356054847,13.902891080951875,Subtropical,9886.025427215913,77.58559112314013,98436.49617254888,187.83675468642335
Brandonshire,South Africa,29.227821621601,161.09860809664747,0.5872072872568252,81.85901702869855,8.086375362085843,Tropical,12585.45115672061,96.47995303759956,54216.57372214332,251.8717452272994
Schultzside,Andorra,26.772472414324845,161.55373982940358,4.913147452470472,73.27047745170046,8.563992298512295,Tropical,5930.621254348314,84.0817532231152,90539.8977677199,393.37647387999095
Hillberg,United States Minor Outlying Islands,14.092484123462837,77.59534193872427,0.3511882074353298,68.17203095538689,14.351955313163526,Temperate,4204.729457060135,34.61351116539649,21433.04757699229,117.16284010214547
Hobbsshire,Cocos (Keeling) Islands,35.45105748046226,183.59463717993643,11.426899727493762,77.82163073303522,13.848723026487393,Tropical,6067.335183168646,89.38081495036307,47949.32591192193,170.04147000030696
East Nathaniel,China,20.12093058299281,104.01168728308211,4.912658496590746,72.63627054033337,19.825119874043764,Subtropical,4996.932012159567,74.50743200469715,41183.53243173399,213.38423291459296
Nicoleville,Bouvet Island (Bouvetoya),34.43414270169826,150.9855268877182,6.950882247948006,89.38824644670575,2.5678857890825046,Tropical,13607.987745156444,96.01877443082861,128104.80255977395,76.55086087322152
Danielshire,Malawi,17.26495775197938,126.22556947851274,11.288818560797488,65.1960716212832,2.0821929876833267,Subtropical,5786.845898545149,62.25180933058389,38469.90522236146,303.574500315216
West Kellyport,Rwanda,21.451727904094497,120.51984134948307,6.912295378141147,72.68011406199223,14.486776342574823,Subtropical,8862.566758634937,68.15556068812326,37155.09690141516,144.5081605823585
Chambersstad,Kuwait,16.743664290049914,149.11893084543033,2.0679471343641125,70.79970759431711,11.567738340128182,Subtropical,9960.12010441619,77.72760723920283,72900.71405753694,206.00949095766376
Lake Melissa,El Salvador,-28.257491634954015,45.546359224692125,11.419362946400994,50.768296935535574,5.483213331196117,Polar,367.46397907762685,24.692166014210702,33186.10993120791,51.82337194031528
Dawnshire,Djibouti,21.90937738102466,105.60194510840262,2.255278444672836,75.59690790302287,1.588387379779732,Subtropical,6244.430044102134,60.94393403394758,46464.16580369308,217.6492413761609
Denisehaven,Brazil,13.422410256414732,78.04689857676931,1.5377537222351516,63.963497073209965,1.7131649919286107,Temperate,3002.8581168350524,56.58513882167979,52155.23641639783,196.91881316151284
Josephside,Cameroon,38.1620802029058,155.2054290992287,4.349417253048154,75.16266865402255,17.883817493282365,Tropical,13490.276373317314,83.60317295465238,45139.23687204123,310.91605328202616
East Erik,Azerbaijan,18.867353463005372,119.89277995228709,5.218210032307031,62.13961277653917,3.837346494374858,Subtropical,8312.264389397544,79.228332392841,75193.90798478159,135.21460035704467
Floydview,Costa Rica,36.02606565705828,189.99580426865947,11.728470073286184,83.13473329082585,6.467431242310415,Tropical,18170.502692666854,82.19726227481566,88576.84501990255,157.8605133590173
West Tinaton,Syrian Arab Republic,8.968499682166277,93.83268013291726,6.6486589589276885,69.93802331600013,4.53312804453976,Temperate,4007.8251564082857,43.75555686561046,46858.13448823532,46.539746574035526
East Miguelview,Sri Lanka,24.367299887367345,148.47352166376845,9.670087218548758,75.22055805004057,7.099926116638747,Subtropical,3942.4692190300775,73.58325136639125,61252.6625343599,253.8471233250741
West Tammy,Kenya,16.375209441459933,143.275356294699,9.227804772256182,70.8253315735222,1.3884768549218673,Subtropical,3751.69561702562,72.62751955286754,59230.15202462413,49.32040967316506
Millerborough,Congo,37.05221395577273,158.92723310271668,4.826714968894544,76.5038012844939,10.381195818165407,Tropical,13368.105134901098,97.6736793537598,59251.16084443063,311.5370872558407
South Annettemouth,Thailand,18.410663510502584,140.853603547464,0.8957908394954264,79.25984007717989,1.352251271844298,Subtropical,4624.333488951042,65.41118512975983,56698.305421957986,288.7008659526722
Port Stephanie,Israel,13.828113525346753,70.17414331061985,1.436774758652663,50.521354463551305,16.007130156447232,Temperate,572.9017880276025,46.93771916800391,28138.91241027471,211.63019099411989
South Nichole,American Samoa,16.13473521240589,112.895141352247,11.91260725271061,66.83744332077372,4.6742416382086605,Subtropical,7052.5653640628425,64.97583577478355,82298.1300966171,163.78263487253034
Reyesfurt,Philippines,1.3273875307787923,56.70076142253204,10.319343157298013,63.0156486679338,10.800238292090212,Temperate,4182.711911507909,49.89081611169442,73153.6213582586,128.06306937212392
Perrytown,Bosnia and Herzegovina,29.2305185885696,182.63730539259373,4.148619123776219,85.46946251373201,17.601581751229165,Tropical,19396.865306072752,86.85859325518392,127688.59928644898,73.51375394793932
Lisaside,Christmas Island,2.939742936287178,51.43913381566695,9.993363401206285,52.057927408277266,13.017547380943883,Temperate,680.6248658841494,50.371998134869116,68761.35887170107,177.23098481491868
Lake Sandra,Egypt,24.24693618278563,108.54437936950329,10.798408630510238,72.65243786267897,10.659155731026706,Subtropical,7139.725203295889,78.8411643897719,86787.73480505525,330.79130255207536
Mistyhaven,Anguilla,0.678409333658071,87.75686278368096,11.08074113715873,54.396268609117264,6.486675062307512,Temperate,4504.610193632881,57.95221209949524,69592.82358968556,92.77846332024426
Rushmouth,Christmas Island,27.661593156695844,161.90913905233631,10.502471906687678,72.617473214367,6.660038261163958,Tropical,5730.422725998947,93.67740249818064,73556.04002160016,224.43737642632212
South Adam,Peru,4.8799549614489655,81.01547756767323,2.234638801061031,58.8251638965511,13.389739103963802,Temperate,4963.832362573895,59.908482522350084,67742.7399537019,256.0954041166537
Port Christopher,Heard Island and McDonald Islands,23.77339353380981,133.43216099622154,9.521580555800131,78.64056211020035,19.88278722442335,Subtropical,3837.154911845057,65.96544908468246,63039.85169637597,293.35112952053413
Smithland,Cocos (Keeling) Islands,36.25922127461288,154.97206963796725,0.6676218908291291,89.39642090157089,13.236783796987572,Tropical,6470.115271711116,80.50697208527878,79059.24256068122,128.35306351537744
Moorestad,Wallis and Futuna,37.10252108900896,162.1586095499727,9.678324554602526,79.07579082767279,11.155668347400498,Tropical,5660.987923555721,93.80093776818899,117980.62086603699,279.2986571083252
North Shawn,Bolivia,17.579416277151555,146.4687994563793,6.922904377973016,62.05019455981358,14.613010204784922,Subtropical,2198.8893172296584,75.51010593438,59042.73786318468,103.1633548498824
Christopherview,Oman,21.599840460341788,127.83814465069649,8.819235060703745,78.74456974472902,9.304112245674363,Subtropical,6691.566308189577,67.86243596414158,55514.1607647506,65.04305296594022
Cruzmouth,Brazil,23.17222200201216,128.580634473495,6.5964667400294426,73.75771444601627,1.2028468520157043,Subtropical,2154.9327596988805,62.78508141569408,89446.2508442117,288.81402757515633
Mcdonaldchester,Mauritius,20.552008115994624,113.9989546830142,7.170227916292056,61.35674118210344,11.245936317558197,Subtropical,6206.432574063971,60.21430595390718,33492.65986915272,252.43545751484416
Port Calebville,Suriname,20.296505783560065,138.47464665959683,0.4442564876647394,66.01927133893632,19.152505690107603,Subtropical,7240.799152506781,70.88514674030502,69866.83187530722,277.88090830947334
Saraport,Bahrain,39.8575771300101,186.11334659278296,0.3774693540368745,74.72100926692929,3.506058847153193,Tropical,7779.1527550031005,86.32202623093941,121955.82775189965,62.10424664845388
Willisland,Australia,5.8301593453422305,85.20398840496118,9.74556724667764,66.21031342559016,13.800097816413315,Temperate,1823.3035797955001,51.60472382792821,57299.976367203686,221.73412291464265
Josephfort,Liberia,17.418522909004515,109.35218742787617,3.492676408544873,74.16344177290563,4.0186737731811295,Subtropical,7305.503467550065,79.51557637097865,83205.66162464711,196.49876045728124
Kimberlyside,Bahrain,31.189265153671396,192.78482340531428,9.686571102823136,71.46993494660025,10.716553689461625,Tropical,13119.05166412517,81.11481707174883,60815.361948797625,165.53733860168586
South Alexport,Ethiopia,15.931027678058992,116.18396182021218,8.442049477555937,61.347012029375435,1.9335289929343924,Subtropical,7781.248995936371,67.38272387618409,56822.19943118381,199.3951577673488
Johnsonport,Comoros,4.070235476608438,60.64820807544554,6.779371976582196,69.52250407597886,9.007418725163703,Temperate,1446.4335032860713,38.61663627615452,52211.56190088076,35.183215399139925
Jessicastad,South Africa,23.972157579533267,121.27182193082083,1.2595312137037609,71.64340920352547,15.123266577904921,Subtropical,8855.734794090982,67.1438466798609,71119.97983999005,262.1906428924652
Lake Seth,Chile,24.004180571633306,125.38051893422275,0.7925088489831635,66.91766113905913,6.9514304847796415,Subtropical,5499.630927683096,66.88183235698884,67867.81728840404,208.7353794492225
Jacquelinemouth,Niger,30.580271286891747,191.51099322834958,4.607777869846119,73.39515810175081,13.29823448974436,Tropical,14683.58272141142,92.19625523096234,55279.00430084379,123.5112144924796
East Jane,Fiji,12.43106263727894,56.818573779338486,11.10302274206654,63.04820241593555,15.908999215794584,Temperate,3944.1351373611833,56.392572068830304,29100.155002441174,75.9633265445918
East Richardmouth,British Virgin Islands,5.3512999004038395,50.7272332833941,2.715159781454103,52.533003465020016,18.543556389589053,Temperate,1638.6185341411394,31.47662743622285,46071.873368219785,41.83618144341918
Stephanietown,Seychelles,21.33101457273268,112.12048662075401,5.066888975032543,72.41831035534955,4.692841637109071,Subtropical,7572.242705766141,70.41087674609717,61749.36493286597,53.266584751734776
New Daniel,Bouvet Island (Bouvetoya),18.390297910487007,105.74184123696017,7.70025354926036,60.91484067625026,7.986318316186162,Subtropical,6572.554618292531,68.81329766848587,75915.728834015,216.4242223298397
East Timothyhaven,Saint Vincent and the Grenadines,18.49209574612661,130.53100212208165,5.960422311339046,77.43073612304752,3.0483202666083486,Subtropical,2679.759458179143,77.59829253454029,44984.89983586938,332.24227298648407
South Meredith,Northern Mariana Islands,-4.0147156267519435,41.12686214615845,0.3011514481519608,55.47586954695958,19.849670043167503,Polar,414.3710255943978,10.47892530540967,12397.766227854918,6.064593800788473
Odonnellton,Saint Lucia,36.646194411129954,169.85917648092274,8.343438057200306,80.39547897112035,18.540019358485907,Tropical,5683.777369230032,84.81607632146347,121504.68730119252,61.11175584668565
Port Raymond,Bolivia,30.11205310379527,183.4042568285323,11.020892094150089,76.74006352862573,10.799142605611191,Tropical,19189.56334768399,87.7361448410376,94374.72243745296,270.0050242227305
North Darlenefurt,Monaco,22.259556788702394,114.43152766201278,7.196331578200585,79.46977938354794,16.840665887528424,Subtropical,1231.2068038246734,70.1104158344698,43897.20561207315,293.60353266359976
West Derricktown,Guyana,4.214017645310712,67.52937794032985,6.96495219797557,52.6407100683121,10.419159545440843,Temperate,4395.030724274915,36.932425586234885,39950.59981844251,72.76888172236495
Lake Mistybury,Ireland,23.97110259952577,129.06191107113062,10.023578899742928,79.37755710571383,12.471713760055195,Subtropical,3560.872471092404,70.15515676377137,88840.78725272189,145.45021668040914
South Curtisshire,Bulgaria,8.140441247373728,79.49588434273166,9.99406084359434,62.12746904766674,1.7824886423203323,Temperate,962.7916647086452,56.921571523911446,51594.6537170541,181.21319490829137
Coxshire,Iran,23.870864242651173,107.71813576371011,2.241078333228369,74.9930366348585,15.105408409936159,Subtropical,4987.303357038574,62.76743189441113,86608.87186925371,108.8360907392188
South Josetown,Swaziland,22.798755458576238,124.05700509274087,5.067589765762932,62.60172480261264,2.5542696727046965,Subtropical,6553.9534998579065,79.65479081820772,91498.10036612193,49.36507266179886
New Andrew,Liberia,38.96135988405347,160.24921477079104,9.831237384202224,86.57766731765219,16.521352605050566,Tropical,17632.480649755715,81.61161624573027,114194.9657516716,310.82015264787503
Maryside,Vietnam,2.11386337462144,69.61220225498661,8.818007602313026,47.16331437304907,15.640561753407718,Temperate,1066.7983837071122,37.68574543318065,42340.135152493545,124.94424778890489
Emilychester,Northern Mariana Islands,21.42031646154288,126.62947162757929,10.132656414841408,75.16526391858045,14.17489395485953,Subtropical,8649.63397452885,64.9994578173766,41033.37590694479,202.36944169131854
East Alfredbury,Poland,37.87619127764518,164.65738651305065,1.5533197070188929,78.61775047323611,0.7232076104952423,Tropical,9449.187232356397,82.94326502189891,67158.47418023252,318.3012972417221
